review_id,product_id,customer_id,rating,created_at
review_326,product_910,customer_3997,5,2020-09-22
review_327,product_505,customer_4487,5,2021-11-03
review_328,product_140,customer_767,4,2020-07-11
review_329,product_421,customer_3100,2,2021-09-23
review_330,product_585,customer_3815,5,2022-04-17
review_331,product_980,customer_3921,5,2022-02-12
review_332,product_160,customer_2169,3,2020-11-11
review_333,product_320,customer_3495,5,2020-03-15
review_334,product_742,customer_2401,1,2020-05-23
review_335,product_493,customer_940,2,2021-07-07
review_336,product_510,customer_519,3,2020-08-20
review_337,product_148,customer_2596,1,2021-05-28
review_338,product_829,customer_3866,5,2021-02-25
review_339,product_423,customer_3004,3,2020-10-01
review_340,product_298,customer_2352,4,2022-05-28
review_341,product_839,customer_3989,2,2022-02-04
review_342,product_307,customer_659,2,2020-10-02
review_343,product_239,customer_790,2,2020-05-05
review_344,product_531,customer_3600,3,2022-11-24
review_345,product_721,customer_4777,5,2022-05-08
review_346,product_732,customer_1391,3,2022-04-27
review_347,product_99,customer_3037,5,2021-05-20
review_348,product_100,customer_4583,4,2022-02-05
review_349,product_642,customer_3434,2,2020-04-24
review_350,product_400,customer_3562,4,2020-06-25
review_351,product_728,customer_2652,5,2022-12-25
review_352,product_570,customer_3196,4,2020-01-28
review_353,product_371,customer_413,5,2020-07-20
review_354,product_618,customer_2231,4,2020-09-08
review_355,product_398,customer_1983,1,2020-09-12
review_356,product_135,customer_1329,1,2022-12-31
review_357,product_19,customer_3117,5,2020-06-25
review_358,product_318,customer_3324,2,2022-11-13
review_359,product_577,customer_3713,5,2022-02-26
review_360,product_966,customer_638,4,2020-01-11
review_361,product_361,customer_1484,2,2020-06-14
review_362,product_741,customer_2337,2,2021-08-23
review_363,product_496,customer_4873,5,2022-11-29
review_364,product_924,customer_4177,2,2022-11-26
review_365,product_460,customer_3680,1,2020-11-12
review_366,product_773,customer_4374,3,2021-11-28
review_367,product_982,customer_4573,4,2020-04-10
review_368,product_156,customer_718,3,2020-03-26
review_369,product_437,customer_4423,2,2020-03-30
review_370,product_959,customer_305,4,2022-08-04
review_371,product_113,customer_2210,2,2021-05-03
review_372,product_930,customer_3945,4,2021-07-18
review_373,product_186,customer_3930,5,2022-09-14
review_374,product_678,customer_4603,1,2020-07-05
review_375,product_862,customer_4920,4,2022-11-20
review_376,product_174,customer_1202,2,2021-04-28
review_377,product_326,customer_971,4,2020-03-28
review_378,product_424,customer_40,2,2021-01-09
review_379,product_588,customer_2084,3,2022-03-24
review_380,product_76,customer_2127,3,2021-12-08
review_381,product_105,customer_3226,5,2020-07-23
review_382,product_704,customer_869,5,2021-01-27
review_383,product_814,customer_232,1,2020-11-04
review_384,product_827,customer_4914,3,2021-11-07
review_385,product_792,customer_129,3,2022-10-03
review_386,product_867,customer_4365,5,2021-11-04
review_387,product_171,customer_4276,4,2021-02-28
review_388,product_161,customer_3312,1,2020-02-03
review_389,product_982,customer_3056,3,2022-01-09
review_390,product_668,customer_3385,3,2021-07-23
review_391,product_38,customer_529,3,2021-07-23
review_392,product_820,customer_2691,5,2021-11-20
review_393,product_562,customer_1074,3,2020-01-27
review_394,product_188,customer_1471,5,2020-10-20
review_395,product_871,customer_1179,4,2022-12-26
review_396,product_954,customer_1956,1,2022-06-30
review_397,product_917,customer_1753,1,2020-05-09
review_398,product_784,customer_2624,1,2020-04-02
review_399,product_193,customer_1168,2,2022-08-19
review_400,product_818,customer_439,3,2020-05-06
review_401,product_542,customer_4604,4,2022-05-21
review_402,product_693,customer_1765,5,2021-08-19
review_403,product_616,customer_781,1,2022-01-24
review_404,product_80,customer_1514,2,2021-01-31
review_405,product_315,customer_4852,5,2022-01-18
review_406,product_481,customer_2190,4,2020-04-12
review_407,product_808,customer_1696,2,2022-11-01
review_408,product_381,customer_425,3,2022-04-16
review_409,product_940,customer_3348,1,2022-07-05
review_410,product_104,customer_698,4,2022-12-30
review_411,product_415,customer_4407,2,2020-05-20
review_412,product_736,customer_4861,5,2020-09-02
review_413,product_478,customer_2575,1,2020-06-16
review_414,product_405,customer_4728,3,2020-12-27
review_415,product_790,customer_1623,3,2020-10-31
review_416,product_325,customer_4657,3,2021-04-16
review_417,product_314,customer_3303,1,2022-08-13
review_418,product_175,customer_868,4,2021-12-17
review_419,product_566,customer_835,1,2022-10-15
review_420,product_759,customer_4342,2,2022-09-18
review_421,product_608,customer_1724,2,2021-08-23
review_422,product_737,customer_1207,1,2020-07-16
review_423,product_749,customer_4302,3,2021-06-22
review_424,product_412,customer_3765,5,2020-10-27
review_425,product_556,customer_4144,4,2020-09-25
review_426,product_242,customer_3996,3,2021-04-17
review_427,product_303,customer_1360,3,2020-11-11
review_428,product_638,customer_2446,1,2020-05-03
review_429,product_701,customer_389,3,2020-04-22
review_430,product_330,customer_94,4,2020-08-07
review_431,product_257,customer_2532,5,2020-10-14
review_432,product_852,customer_4486,5,2022-05-27
review_433,product_682,customer_4542,2,2020-10-23
review_434,product_744,customer_4439,4,2022-07-27
review_435,product_706,customer_4535,5,2022-05-22
review_436,product_169,customer_1576,2,2020-04-22
review_437,product_433,customer_827,1,2022-02-28
review_438,product_410,customer_1219,4,2020-12-17
review_439,product_131,customer_2838,2,2020-04-05
review_440,product_831,customer_4494,5,2020-09-03
review_441,product_456,customer_1854,4,2022-04-29
review_442,product_101,customer_4318,4,2020-04-02
review_443,product_279,customer_1581,2,2022-03-13
review_444,product_865,customer_2173,2,2021-03-06
review_445,product_73,customer_159,5,2022-08-25
review_446,product_889,customer_1241,3,2021-10-06
review_447,product_451,customer_4244,4,2020-05-18
review_448,product_925,customer_2935,3,2022-02-26
review_449,product_343,customer_1279,3,2021-11-10
review_450,product_581,customer_1612,1,2021-06-26
review_451,product_128,customer_2309,2,2020-09-14
review_452,product_488,customer_4568,4,2020-02-27
review_453,product_395,customer_4396,4,2022-03-12
review_454,product_573,customer_2318,4,2020-06-23
review_455,product_586,customer_2133,5,2020-04-25
review_456,product_796,customer_619,1,2021-12-08
review_457,product_48,customer_4491,3,2020-09-11
review_458,product_842,customer_2588,1,2022-11-20
review_459,product_508,customer_4369,3,2021-09-03
review_460,product_997,customer_3599,5,2022-10-14
review_461,product_277,customer_2311,4,2021-11-24
review_462,product_857,customer_136,2,2020-08-02
review_463,product_11,customer_4285,3,2022-11-15
review_464,product_546,customer_2565,3,2021-12-24
review_465,product_824,customer_3396,1,2021-11-30
review_466,product_773,customer_2513,5,2022-02-04
review_467,product_259,customer_3418,2,2021-03-12
review_468,product_654,customer_2462,2,2020-02-28
review_469,product_564,customer_4812,5,2021-01-23
review_470,product_860,customer_3042,2,2022-07-07
review_471,product_155,customer_984,1,2020-03-17
review_472,product_181,customer_1374,5,2020-04-02
review_473,product_497,customer_632,5,2022-03-07
review_474,product_809,customer_3783,1,2021-08-28
review_475,product_172,customer_3307,5,2021-06-03
review_476,product_33,customer_3632,3,2020-07-06
review_477,product_330,customer_2299,4,2022-11-05
review_478,product_712,customer_3185,4,2020-09-18
review_479,product_795,customer_2492,2,2021-12-10
review_480,product_737,customer_1211,2,2020-04-27
review_481,product_188,customer_688,4,2020-01-21
review_482,product_624,customer_1229,3,2022-06-10
review_483,product_634,customer_975,1,2021-08-01
review_484,product_337,customer_2655,4,2021-09-06
review_485,product_341,customer_2586,4,2020-07-03
review_486,product_446,customer_4835,3,2020-08-14
review_487,product_269,customer_1136,5,2022-10-12
review_488,product_564,customer_4613,3,2020-02-06
review_489,product_490,customer_1979,5,2022-11-20
review_490,product_432,customer_3977,5,2020-08-11
review_491,product_539,customer_22,4,2021-01-23
review_492,product_485,customer_800,3,2020-02-23
review_493,product_381,customer_2279,4,2020-10-04
review_494,product_611,customer_892,5,2022-02-05
review_495,product_71,customer_1160,3,2020-04-29
review_496,product_780,customer_2322,1,2021-08-23
review_497,product_848,customer_2826,2,2021-05-31
review_498,product_422,customer_2986,5,2022-07-27
review_499,product_580,customer_699,4,2021-07-12
review_500,product_743,customer_1169,5,2020-07-14
review_501,product_811,customer_1956,2,2020-12-29
review_502,product_681,customer_3264,2,2022-04-12
review_503,product_932,customer_165,5,2021-03-27
review_504,product_48,customer_2733,1,2022-12-23
review_505,product_964,customer_15,5,2021-02-06
review_506,product_232,customer_2461,4,2022-11-20
review_507,product_125,customer_2040,4,2021-04-15
review_508,product_159,customer_2378,3,2020-05-28
review_509,product_15,customer_4159,3,2021-10-05
review_510,product_425,customer_2763,3,2021-04-06
review_511,product_409,customer_844,2,2021-10-13
review_512,product_524,customer_3412,4,2020-09-21
review_513,product_142,customer_2668,5,2021-12-17
review_514,product_144,customer_2409,3,2022-07-29
review_515,product_943,customer_4408,1,2020-10-26
review_516,product_695,customer_181,3,2020-12-30
review_517,product_631,customer_3027,2,2021-08-01
review_518,product_67,customer_721,1,2020-06-16
review_519,product_222,customer_514,2,2021-03-02
review_520,product_486,customer_2437,5,2020-05-12
review_521,product_550,customer_4603,2,2022-11-04
review_522,product_230,customer_153,1,2021-08-24
review_523,product_49,customer_2074,5,2020-08-09
review_524,product_169,customer_939,1,2022-10-31
review_525,product_17,customer_2342,3,2021-05-17
review_526,product_779,customer_2609,2,2021-04-19
review_527,product_117,customer_3671,2,2022-08-07
review_528,product_646,customer_4962,3,2020-07-21
review_529,product_818,customer_569,5,2021-05-09
review_530,product_121,customer_1476,3,2020-01-27
review_531,product_201,customer_139,5,2021-06-14
review_532,product_737,customer_1296,4,2021-09-06
review_533,product_767,customer_3846,1,2021-08-23
review_534,product_572,customer_3559,2,2020-12-16
review_535,product_532,customer_2140,2,2020-10-03
review_536,product_839,customer_3365,3,2020-03-14
review_537,product_916,customer_871,2,2021-10-05
review_538,product_860,customer_1623,2,2020-03-06
review_539,product_92,customer_1960,3,2021-08-11
review_540,product_430,customer_2658,3,2022-12-26
review_541,product_748,customer_4137,1,2022-09-23
review_542,product_810,customer_1688,1,2020-12-09
review_543,product_762,customer_3498,2,2022-06-13
review_544,product_958,customer_710,1,2022-03-11
review_545,product_849,customer_2319,5,2020-08-28
review_546,product_260,customer_3961,1,2021-02-07
review_547,product_15,customer_1916,1,2021-04-03
review_548,product_595,customer_1622,3,2022-01-13
review_549,product_963,customer_4651,1,2022-11-10
review_550,product_356,customer_4006,2,2020-01-22
review_551,product_406,customer_1332,1,2022-12-09
review_552,product_412,customer_3487,4,2020-08-16
review_553,product_192,customer_4689,3,2022-05-15
review_554,product_620,customer_69,2,2022-11-10
review_555,product_995,customer_404,1,2021-01-22
review_556,product_207,customer_1560,2,2020-04-08
review_557,product_497,customer_4952,1,2021-03-29
review_558,product_515,customer_2206,3,2021-11-13
review_559,product_955,customer_2547,3,2021-09-05
review_560,product_647,customer_990,3,2020-03-21
review_561,product_987,customer_974,2,2020-03-05
review_562,product_857,customer_1001,1,2020-06-17
review_563,product_915,customer_738,1,2022-04-15
review_564,product_864,customer_3306,5,2021-12-24
review_565,product_287,customer_3334,1,2021-02-17
review_566,product_376,customer_1734,1,2022-11-03
review_567,product_728,customer_2557,3,2020-01-04
review_568,product_21,customer_843,1,2022-01-13
review_569,product_726,customer_1378,5,2021-04-07
review_570,product_24,customer_3432,1,2020-03-23
review_571,product_290,customer_3682,1,2022-09-28
review_572,product_149,customer_2674,4,2022-01-26
review_573,product_223,customer_3096,3,2020-09-10
review_574,product_750,customer_1323,1,2020-07-05
review_575,product_925,customer_953,3,2021-01-17
review_576,product_383,customer_3352,1,2021-03-01
review_577,product_896,customer_3708,3,2020-02-25
review_578,product_905,customer_4183,4,2021-03-21
review_579,product_381,customer_2872,1,2020-04-27
review_580,product_987,customer_2667,2,2021-06-03
review_581,product_178,customer_3407,3,2022-07-20
review_582,product_368,customer_2981,5,2021-07-19
review_583,product_802,customer_4347,5,2021-12-29
review_584,product_462,customer_3181,1,2021-12-09
review_585,product_12,customer_2993,2,2022-06-15
review_586,product_412,customer_4033,2,2020-06-01
review_587,product_293,customer_4640,1,2020-04-02
review_588,product_14,customer_921,5,2020-06-30
review_589,product_8,customer_61,2,2021-07-06
review_590,product_833,customer_3175,5,2020-04-17
review_591,product_290,customer_2704,4,2020-03-10
review_592,product_5,customer_3568,4,2021-07-18
review_593,product_218,customer_1754,3,2022-07-12
review_594,product_375,customer_3971,4,2020-04-25
review_595,product_934,customer_2014,5,2022-01-06
review_596,product_347,customer_2138,4,2021-11-11
review_597,product_369,customer_1680,1,2020-01-29
review_598,product_551,customer_3550,1,2021-02-03
review_599,product_340,customer_2151,3,2022-10-18
review_600,product_131,customer_4551,1,2020-08-26
review_601,product_465,customer_1691,1,2022-09-09
review_602,product_143,customer_3747,5,2021-09-24
review_603,product_687,customer_4252,2,2022-09-16
review_604,product_827,customer_4315,3,2022-06-18
review_605,product_92,customer_4975,1,2022-12-01
review_606,product_916,customer_4720,2,2021-02-07
review_607,product_445,customer_4621,3,2022-07-02
review_608,product_158,customer_4097,2,2021-08-14
review_609,product_74,customer_2977,4,2020-09-09
review_610,product_175,customer_24,4,2022-03-06
