payment_id,order_id,customer_id,amount,payment_method,payment_status,created_at
payment_66,order_66,customer_66,577.5746424062104,credit_card,success,2022-05-29
payment_67,order_67,customer_67,142.99763502945066,credit_card,success,2022-12-31
payment_68,order_68,customer_68,985.5709297655253,credit_card,success,2022-01-24
payment_69,order_69,customer_69,82.87520773816657,credit_card,success,2022-11-14
payment_70,order_70,customer_70,748.3616834122494,credit_card,success,2022-11-12
payment_71,order_71,customer_71,759.2368479675999,credit_card,refund,2022-03-24
payment_72,order_72,customer_72,646.4634918493286,cash,success,2022-01-17
payment_73,order_73,customer_73,189.18892390481437,paypal,success,2022-07-29
payment_74,order_74,customer_74,852.5798875931197,credit_card,success,2022-08-22
payment_75,order_75,customer_75,319.60096909277763,paypal,success,2022-11-19
payment_76,order_76,customer_76,909.1984382806182,credit_card,success,2022-06-29
payment_77,order_77,customer_77,238.96878203969695,credit_card,success,2022-02-27
payment_78,order_78,customer_78,965.6213322485091,cash,success,2022-01-23
payment_79,order_79,customer_79,311.08174883725854,credit_card,success,2022-08-22
payment_80,order_80,customer_80,657.9590126148989,credit_card,success,2022-01-18
payment_81,order_81,customer_81,976.7644179000783,credit_card,success,2022-07-13
payment_82,order_82,customer_82,871.3761227667584,credit_card,failed,2022-12-28
payment_83,order_83,customer_83,340.81507997171974,paypal,success,2022-03-30
payment_84,order_84,customer_84,235.46193173177826,cash,success,2022-01-08
payment_85,order_85,customer_85,651.8974717404387,cash,success,2022-01-12
payment_86,order_86,customer_86,349.5447803227269,cash,success,2022-10-30
payment_87,order_87,customer_87,657.763742992971,credit_card,success,2022-12-11
payment_88,order_88,customer_88,392.70306299744067,credit_card,success,2022-11-29
payment_89,order_89,customer_89,963.9109770783228,credit_card,success,2022-05-22
payment_90,order_90,customer_90,367.77665599103256,paypal,success,2022-11-03
payment_91,order_91,customer_91,479.7830227360239,bank_transfer,success,2022-04-14
payment_92,order_92,customer_92,175.97721953828676,paypal,success,2022-07-09
payment_93,order_93,customer_93,675.933451736217,paypal,success,2022-03-04
payment_94,order_94,customer_94,789.5117291834194,credit_card,success,2022-04-08
payment_95,order_95,customer_95,657.3745175847641,credit_card,success,2022-10-01
payment_96,order_96,customer_96,335.0079132190766,credit_card,success,2022-03-06
payment_97,order_97,customer_97,520.5837189608758,credit_card,success,2022-09-06
payment_98,order_98,customer_98,452.07986612712665,cash,success,2022-10-07
payment_99,order_99,customer_99,812.9168343947532,credit_card,success,2022-11-07
payment_100,order_100,customer_100,35.46002227530518,paypal,success,2022-11-07
payment_101,order_101,customer_101,810.900222206011,credit_card,refund,2022-09-14
payment_102,order_102,customer_102,75.42210720452475,paypal,success,2022-04-20
payment_103,order_103,customer_103,373.92963109951927,credit_card,success,2022-12-23
payment_104,order_104,customer_104,269.85913293715726,credit_card,success,2022-09-24
payment_105,order_105,customer_105,604.2802440020484,credit_card,failed,2022-10-19
payment_106,order_106,customer_106,263.03898354688477,credit_card,success,2022-01-22
payment_107,order_107,customer_107,592.0261319453999,credit_card,success,2022-07-15
payment_108,order_108,customer_108,717.41256842737,paypal,success,2022-06-14
payment_109,order_109,customer_109,463.98162187710375,credit_card,success,2022-12-25
payment_110,order_110,customer_110,416.53646230102026,cash,success,2022-03-25
payment_111,order_111,customer_111,440.68580181511044,credit_card,success,2022-04-03
payment_112,order_112,customer_112,725.1048400987215,bank_transfer,success,2022-10-27
payment_113,order_113,customer_113,851.5325593641988,credit_card,refund,2022-12-27
payment_114,order_114,customer_114,283.0554028804285,credit_card,success,2022-07-18
payment_115,order_115,customer_115,130.82131974489536,paypal,success,2022-01-01
payment_116,order_116,customer_116,13.918912308664552,cash,success,2022-06-04
payment_117,order_117,customer_117,727.7159233345222,credit_card,success,2022-09-18
payment_118,order_118,customer_118,384.23575366365486,paypal,success,2022-03-26
payment_119,order_119,customer_119,14.12518959056931,credit_card,success,2022-01-20
payment_120,order_120,customer_120,536.4267325795684,credit_card,success,2022-02-16
payment_121,order_121,customer_121,368.8821045058824,paypal,success,2022-11-28
payment_122,order_122,customer_122,786.6794509252157,credit_card,failed,2022-01-26
payment_123,order_123,customer_123,114.37020305502679,credit_card,success,2022-03-05
payment_124,order_124,customer_124,239.0509383842355,credit_card,success,2022-07-23
payment_125,order_125,customer_125,824.9053055392561,paypal,success,2022-10-20
payment_126,order_126,customer_126,843.9658052746058,credit_card,refund,2022-06-18
payment_127,order_127,customer_127,494.077224523055,cash,success,2022-06-29
payment_128,order_128,customer_128,833.3257758703237,cash,success,2022-02-09
payment_129,order_129,customer_129,131.3779486057078,paypal,success,2022-01-03
payment_130,order_130,customer_130,564.2865595306174,credit_card,success,2022-03-06
payment_131,order_131,customer_131,678.8586177936529,credit_card,success,2022-10-01
payment_132,order_132,customer_132,31.083716882108366,cash,success,2022-01-01
payment_133,order_133,customer_133,785.2846768554933,credit_card,failed,2022-11-21
payment_134,order_134,customer_134,451.9312306115243,bank_transfer,success,2022-06-23
payment_135,order_135,customer_135,329.61143406871497,paypal,success,2022-09-27
payment_136,order_136,customer_136,373.6567119865651,paypal,success,2022-03-24
payment_137,order_137,customer_137,493.7174864205793,credit_card,success,2022-02-06
payment_138,order_138,customer_138,962.7182407769806,credit_card,refund,2022-03-23
payment_139,order_139,customer_139,462.20816634929776,credit_card,success,2022-03-29
payment_140,order_140,customer_140,829.8680383977977,cash,success,2022-04-16
payment_141,order_141,customer_141,686.324553521969,credit_card,success,2022-05-07
payment_142,order_142,customer_142,611.1298760837575,credit_card,success,2022-08-05
payment_143,order_143,customer_143,290.696273953722,paypal,failed,2022-01-05
payment_144,order_144,customer_144,909.0757813658798,credit_card,success,2022-03-30
payment_145,order_145,customer_145,653.8188110425143,cash,success,2022-04-09
payment_146,order_146,customer_146,726.2617237036716,bank_transfer,success,2022-01-01
payment_147,order_147,customer_147,670.0713699704127,credit_card,success,2022-01-14
payment_148,order_148,customer_148,692.2224941217163,paypal,success,2022-07-25
payment_149,order_149,customer_149,599.7879828847676,bank_transfer,success,2022-03-11
payment_150,order_150,customer_150,327.8727760321434,credit_card,success,2022-06-24
payment_151,order_151,customer_151,453.74994560452416,credit_card,success,2022-09-07
payment_152,order_152,customer_152,192.7509250988789,credit_card,success,2022-02-11
payment_153,order_153,customer_153,975.4087346642123,credit_card,success,2022-07-08
payment_154,order_154,customer_154,896.4811717423794,credit_card,success,2022-12-27
payment_155,order_155,customer_155,558.4301619956402,credit_card,success,2022-08-04
payment_156,order_156,customer_156,399.05298908624246,paypal,success,2022-01-17
payment_157,order_157,customer_157,747.9245677448464,credit_card,failed,2022-04-22
payment_158,order_158,customer_158,98.59444380184276,paypal,success,2022-07-19
payment_159,order_159,customer_159,501.41948343599336,bank_transfer,success,2022-07-02
payment_160,order_160,customer_160,443.5904351163007,credit_card,success,2022-05-27
payment_161,order_161,customer_161,82.0886689877207,credit_card,success,2022-11-05
payment_162,order_162,customer_162,643.8754532944209,credit_card,success,2022-03-13
payment_163,order_163,customer_163,46.51254877146509,credit_card,success,2022-12-30
payment_164,order_164,customer_164,723.2325303387369,cash,success,2022-07-27
payment_165,order_165,customer_165,579.1014742598973,credit_card,success,2022-08-20
payment_166,order_166,customer_166,739.3163308608583,credit_card,success,2022-03-15
payment_167,order_167,customer_167,948.8829754084276,bank_transfer,success,2022-06-16
payment_168,order_168,customer_168,666.5826128558292,credit_card,success,2022-09-05
payment_169,order_169,customer_169,724.6775487242725,paypal,failed,2022-10-05
payment_170,order_170,customer_170,935.6099772893402,paypal,success,2022-12-01
payment_171,order_171,customer_171,187.8247752814487,paypal,success,2022-08-11
payment_172,order_172,customer_172,805.843322589652,credit_card,success,2022-10-07
payment_173,order_173,customer_173,811.0989755204555,credit_card,success,2022-09-02
payment_174,order_174,customer_174,706.1523430475779,cash,success,2022-06-15
payment_175,order_175,customer_175,315.47457826029324,credit_card,success,2022-01-22
payment_176,order_176,customer_176,915.113049399551,cash,success,2022-11-17
payment_177,order_177,customer_177,767.1353678381962,paypal,success,2022-07-23
payment_178,order_178,customer_178,384.207402471629,credit_card,success,2022-06-21
payment_179,order_179,customer_179,612.723120361161,credit_card,success,2022-04-06
payment_180,order_180,customer_180,961.0620511110177,credit_card,success,2022-06-15
payment_181,order_181,customer_181,443.75740565544464,credit_card,success,2022-01-02
payment_182,order_182,customer_182,729.7734650774513,credit_card,refund,2022-06-15
payment_183,order_183,customer_183,371.66673453847324,credit_card,success,2022-09-21
payment_184,order_184,customer_184,331.5922278778172,credit_card,success,2022-03-03
payment_185,order_185,customer_185,919.6658375851691,credit_card,success,2022-02-12
payment_186,order_186,customer_186,689.9023053288079,credit_card,success,2022-05-02
payment_187,order_187,customer_187,668.4893364757462,cash,success,2022-04-26
payment_188,order_188,customer_188,149.58865144141123,credit_card,success,2022-03-12
payment_189,order_189,customer_189,765.1517573003143,paypal,success,2022-10-18
payment_190,order_190,customer_190,378.1906910803295,paypal,success,2022-04-11
payment_191,order_191,customer_191,641.16179589442,bank_transfer,success,2022-01-28
payment_192,order_192,customer_192,79.03023488339568,paypal,success,2022-11-29
payment_193,order_193,customer_193,664.0874872412717,credit_card,failed,2022-01-20
payment_194,order_194,customer_194,563.2405594504424,credit_card,success,2022-07-24
payment_195,order_195,customer_195,957.4838705131848,credit_card,refund,2022-01-05
payment_196,order_196,customer_196,689.3634504693202,credit_card,success,2022-07-06
payment_197,order_197,customer_197,663.785406222535,paypal,success,2022-12-04
payment_198,order_198,customer_198,942.9367474651704,credit_card,success,2022-07-20
payment_199,order_199,customer_199,682.7283376820983,bank_transfer,success,2022-10-02
payment_200,order_200,customer_200,66.24567939837745,credit_card,success,2022-07-22
payment_201,order_201,customer_201,726.9243141452334,cash,success,2022-09-02
payment_202,order_202,customer_202,12.360099539284768,credit_card,success,2022-11-25
payment_203,order_203,customer_203,890.311448172768,credit_card,success,2022-02-08
payment_204,order_204,customer_204,639.5955678852018,credit_card,success,2022-10-28
payment_205,order_205,customer_205,719.1933301905872,paypal,success,2022-11-08
payment_206,order_206,customer_206,147.37725778588197,credit_card,failed,2022-04-02
payment_207,order_207,customer_207,759.2973140502414,credit_card,success,2022-06-15
payment_208,order_208,customer_208,83.64664171332217,credit_card,refund,2022-12-21
payment_209,order_209,customer_209,337.64958776080795,paypal,success,2022-05-15
payment_210,order_210,customer_210,148.583692693469,credit_card,success,2022-10-09
payment_211,order_211,customer_211,396.66186282036205,paypal,success,2022-11-18
payment_212,order_212,customer_212,426.1587230939184,paypal,success,2022-11-28
payment_213,order_213,customer_213,895.0748339552719,credit_card,success,2022-10-06
payment_214,order_214,customer_214,933.882431639171,cash,success,2022-02-15
payment_215,order_215,customer_215,287.901703468703,credit_card,success,2022-04-22
payment_216,order_216,customer_216,779.6748890373369,credit_card,refund,2022-09-15
payment_217,order_217,customer_217,558.3059878024244,cash,success,2022-11-30
payment_218,order_218,customer_218,500.4435998726905,credit_card,success,2022-10-26
payment_219,order_219,customer_219,199.4225633401353,paypal,success,2022-10-21
payment_220,order_220,customer_220,368.96880668727977,bank_transfer,success,2022-09-04
payment_221,order_221,customer_221,171.09658325128532,credit_card,success,2022-11-22
payment_222,order_222,customer_222,288.6256782970936,credit_card,failed,2022-05-18
payment_223,order_223,customer_223,722.7028028416706,credit_card,success,2022-03-13
payment_224,order_224,customer_224,83.48420783655024,credit_card,success,2022-04-03
payment_225,order_225,customer_225,246.35495196030215,credit_card,failed,2022-09-17
payment_226,order_226,customer_226,529.4588952469649,credit_card,success,2022-03-26
payment_227,order_227,customer_227,217.70377416799334,credit_card,success,2022-09-29
payment_228,order_228,customer_228,35.54592609086406,credit_card,success,2022-12-10
payment_229,order_229,customer_229,486.044717890038,credit_card,success,2022-01-30
payment_230,order_230,customer_230,847.6594601183914,credit_card,refund,2022-03-26
payment_231,order_231,customer_231,842.3797703214482,bank_transfer,success,2022-04-24
payment_232,order_232,customer_232,530.4455846756703,credit_card,success,2022-11-24
payment_233,order_233,customer_233,715.3508490396133,bank_transfer,success,2022-01-24
payment_234,order_234,customer_234,40.87587760056123,credit_card,failed,2022-01-17
payment_235,order_235,customer_235,854.0171762137817,credit_card,success,2022-07-18
payment_236,order_236,customer_236,574.3414535072322,bank_transfer,success,2022-06-06
payment_237,order_237,customer_237,264.0526151541882,credit_card,success,2022-10-31
payment_238,order_238,customer_238,374.1865038083051,credit_card,success,2022-03-19
payment_239,order_239,customer_239,935.7840746493437,credit_card,success,2022-05-12
payment_240,order_240,customer_240,748.6298658268837,paypal,success,2022-06-12
payment_241,order_241,customer_241,493.54013704675714,cash,success,2022-07-08
payment_242,order_242,customer_242,534.5836962581986,credit_card,success,2022-11-04
payment_243,order_243,customer_243,543.2484902924123,paypal,success,2022-05-07
payment_244,order_244,customer_244,400.33696346760536,cash,success,2022-01-07
payment_245,order_245,customer_245,805.9030853936109,bank_transfer,success,2022-07-02
payment_246,order_246,customer_246,790.951249126185,credit_card,success,2022-07-28
payment_247,order_247,customer_247,666.404492943449,credit_card,success,2022-06-01
payment_248,order_248,customer_248,340.48793058977867,credit_card,success,2022-10-24
payment_249,order_249,customer_249,902.8494536747755,credit_card,failed,2022-10-28
payment_250,order_250,customer_250,355.50960802294384,paypal,success,2022-08-14
payment_251,order_251,customer_251,119.40432715244536,credit_card,success,2022-03-20
payment_252,order_252,customer_252,551.7046626612228,cash,success,2022-10-06
payment_253,order_253,customer_253,510.4337293715543,cash,success,2022-04-23
payment_254,order_254,customer_254,866.9759125198806,credit_card,success,2022-03-07
payment_255,order_255,customer_255,586.1103882704007,credit_card,success,2022-02-10
payment_256,order_256,customer_256,632.4350180378648,paypal,success,2022-07-28
payment_257,order_257,customer_257,721.0882336064877,paypal,success,2022-06-04
payment_258,order_258,customer_258,676.7936803324477,paypal,success,2022-04-18
payment_259,order_259,customer_259,179.73955023003785,bank_transfer,failed,2022-12-03
payment_260,order_260,customer_260,429.84419221887305,credit_card,success,2022-01-26
payment_261,order_261,customer_261,604.3146169404235,credit_card,refund,2022-07-21
payment_262,order_262,customer_262,373.64033539688137,bank_transfer,success,2022-12-28
payment_263,order_263,customer_263,397.56828749206426,credit_card,success,2022-07-31
payment_264,order_264,customer_264,973.7802766089256,credit_card,success,2022-06-27
payment_265,order_265,customer_265,944.2820238861378,credit_card,success,2022-11-14
payment_266,order_266,customer_266,913.5505165653551,credit_card,success,2022-04-30
payment_267,order_267,customer_267,304.3402634303784,credit_card,success,2022-05-14
payment_268,order_268,customer_268,563.0472113784399,credit_card,success,2022-04-19
payment_269,order_269,customer_269,694.354094818001,paypal,success,2022-08-15
payment_270,order_270,customer_270,109.24271695610379,cash,success,2022-01-20
payment_271,order_271,customer_271,912.1723297315265,cash,success,2022-01-28
payment_272,order_272,customer_272,894.9124369334211,credit_card,success,2022-10-17
payment_273,order_273,customer_273,15.159939811669611,bank_transfer,success,2022-01-16
payment_274,order_274,customer_274,510.89797892836424,credit_card,success,2022-06-03
payment_275,order_275,customer_275,895.6486173577058,credit_card,success,2022-11-06
payment_276,order_276,customer_276,896.3278505814393,credit_card,success,2022-11-13
payment_277,order_277,customer_277,439.57337332521485,cash,refund,2022-03-09
payment_278,order_278,customer_278,159.90689949740263,credit_card,success,2022-05-24
payment_279,order_279,customer_279,556.8253856126427,bank_transfer,success,2022-08-20
payment_280,order_280,customer_280,10.000467990834256,paypal,success,2022-08-11
payment_281,order_281,customer_281,998.5965498722468,credit_card,refund,2022-05-02
payment_282,order_282,customer_282,450.391393249884,cash,success,2022-10-24
payment_283,order_283,customer_283,700.1243455069072,credit_card,success,2022-07-20
payment_284,order_284,customer_284,812.8371904284218,credit_card,success,2022-06-02
payment_285,order_285,customer_285,190.9382892417889,paypal,success,2022-02-21
payment_286,order_286,customer_286,808.1934772646899,credit_card,success,2022-11-30
payment_287,order_287,customer_287,534.4003883177699,credit_card,success,2022-01-10
payment_288,order_288,customer_288,392.65154931856176,paypal,refund,2022-08-20
payment_289,order_289,customer_289,257.2378962055267,cash,success,2022-10-31
payment_290,order_290,customer_290,240.33709027512242,paypal,success,2022-08-05
payment_291,order_291,customer_291,548.7797947730564,credit_card,success,2022-10-31
payment_292,order_292,customer_292,474.3433731138632,credit_card,success,2022-11-05
payment_293,order_293,customer_293,689.4369375819193,cash,success,2022-12-15
payment_294,order_294,customer_294,945.1115077456417,credit_card,success,2022-02-04
payment_295,order_295,customer_295,757.6040261811021,bank_transfer,refund,2022-08-23
payment_296,order_296,customer_296,445.73939154731886,credit_card,success,2022-07-21
payment_297,order_297,customer_297,681.8926402320722,credit_card,failed,2022-06-24
payment_298,order_298,customer_298,904.505577485675,credit_card,success,2022-10-07
payment_299,order_299,customer_299,692.4735634403182,credit_card,success,2022-09-02
payment_300,order_300,customer_300,372.4325114011357,credit_card,success,2022-11-11
payment_301,order_301,customer_301,988.3773763738678,bank_transfer,success,2022-01-05
payment_302,order_302,customer_302,211.21303748527845,credit_card,success,2022-03-29
payment_303,order_303,customer_303,910.0142647366464,credit_card,failed,2022-04-22
payment_304,order_304,customer_304,827.6186491879122,paypal,success,2022-04-22
payment_305,order_305,customer_305,450.89452838292016,credit_card,success,2022-04-26
payment_306,order_306,customer_306,407.24989021586936,paypal,success,2022-04-09
payment_307,order_307,customer_307,324.51875336415316,credit_card,success,2022-12-15
payment_308,order_308,customer_308,671.3641646952811,credit_card,success,2022-04-07
payment_309,order_309,customer_309,179.9913492543009,credit_card,success,2022-12-20
payment_310,order_310,customer_310,837.2181652627247,credit_card,success,2022-08-30
payment_311,order_311,customer_311,346.0961349791008,paypal,success,2022-06-04
payment_312,order_312,customer_312,152.0991568104798,paypal,success,2022-07-17
payment_313,order_313,customer_313,944.8965935755074,credit_card,success,2022-03-21
payment_314,order_314,customer_314,137.96333139847465,paypal,success,2022-01-23
payment_315,order_315,customer_315,815.8859445945227,paypal,success,2022-11-10
payment_316,order_316,customer_316,166.3727424765095,credit_card,success,2022-09-15
payment_317,order_317,customer_317,96.89030622005437,credit_card,success,2022-11-01
payment_318,order_318,customer_318,748.9098523998629,credit_card,success,2022-06-21
payment_319,order_319,customer_319,179.4961457745831,paypal,success,2022-10-15
payment_320,order_320,customer_320,637.8843320304808,credit_card,success,2022-10-07
payment_321,order_321,customer_321,122.25235914842511,credit_card,success,2022-02-02
payment_322,order_322,customer_322,720.413788038373,paypal,success,2022-11-29
payment_323,order_323,customer_323,788.7051053570817,cash,success,2022-08-27
payment_324,order_324,customer_324,577.6899674781611,credit_card,success,2022-02-02
payment_325,order_325,customer_325,753.0861752212686,bank_transfer,success,2022-07-08
payment_326,order_326,customer_326,882.3441896535056,credit_card,failed,2022-12-31
payment_327,order_327,customer_327,701.2833917491437,credit_card,success,2022-04-26
payment_328,order_328,customer_328,415.9285994056504,credit_card,success,2022-05-29
payment_329,order_329,customer_329,788.7527508709617,cash,failed,2022-05-25
payment_330,order_330,customer_330,308.7945531320082,credit_card,success,2022-12-13
payment_331,order_331,customer_331,21.484176538870017,bank_transfer,success,2022-08-06
payment_332,order_332,customer_332,468.2854037212191,paypal,success,2022-01-05
payment_333,order_333,customer_333,875.0647971525042,paypal,success,2022-11-10
payment_334,order_334,customer_334,510.3615722361625,credit_card,refund,2022-08-01
payment_335,order_335,customer_335,29.950089860234705,paypal,success,2022-06-18
payment_336,order_336,customer_336,136.80473440566504,credit_card,success,2022-05-27
payment_337,order_337,customer_337,336.8070568089862,credit_card,success,2022-05-21
payment_338,order_338,customer_338,674.1900506034237,cash,success,2022-08-12
payment_339,order_339,customer_339,801.480393339633,paypal,success,2022-01-15
payment_340,order_340,customer_340,500.9067258634236,paypal,success,2022-01-25
payment_341,order_341,customer_341,139.0100968244457,paypal,success,2022-04-23
payment_342,order_342,customer_342,190.59735980730215,credit_card,failed,2022-02-03
payment_343,order_343,customer_343,635.930867790669,credit_card,success,2022-03-05
payment_344,order_344,customer_344,369.0688899216316,credit_card,success,2022-04-14
payment_345,order_345,customer_345,699.5191711926052,credit_card,success,2022-04-23
payment_346,order_346,customer_346,668.0338912365996,credit_card,success,2022-01-03
payment_347,order_347,customer_347,152.42298321155695,bank_transfer,success,2022-12-12
payment_348,order_348,customer_348,609.4393194259804,bank_transfer,success,2022-08-13
payment_349,order_349,customer_349,825.3231737559763,credit_card,success,2022-06-03
payment_350,order_350,customer_350,526.8067293134111,credit_card,success,2022-05-17
payment_351,order_351,customer_351,922.9142779105198,credit_card,success,2022-07-27
payment_352,order_352,customer_352,784.4182698821097,credit_card,success,2022-06-18
payment_353,order_353,customer_353,920.166844888968,credit_card,success,2022-02-04
payment_354,order_354,customer_354,216.56356864636518,paypal,success,2022-03-02
payment_355,order_355,customer_355,571.9995402705898,paypal,success,2022-11-26
payment_356,order_356,customer_356,244.36784453681406,credit_card,failed,2022-09-13
payment_357,order_357,customer_357,416.07991433208923,credit_card,success,2022-05-07
payment_358,order_358,customer_358,398.09009728143525,paypal,success,2022-05-23
payment_359,order_359,customer_359,152.859522459955,credit_card,success,2022-04-29
payment_360,order_360,customer_360,885.0520196372494,credit_card,success,2022-09-04
payment_361,order_361,customer_361,206.8685798138676,credit_card,success,2022-06-30
payment_362,order_362,customer_362,574.2659683170646,credit_card,success,2022-07-15
payment_363,order_363,customer_363,341.69860940194525,credit_card,success,2022-02-21
payment_364,order_364,customer_364,536.678722982234,credit_card,success,2022-07-16
payment_365,order_365,customer_365,731.942004715874,credit_card,success,2022-01-12
payment_366,order_366,customer_366,88.06462834216029,paypal,failed,2022-03-08
payment_367,order_367,customer_367,208.99231012281405,bank_transfer,success,2022-09-08
payment_368,order_368,customer_368,743.6470145847511,credit_card,success,2022-02-14
payment_369,order_369,customer_369,114.84710460316174,credit_card,success,2022-10-10
payment_370,order_370,customer_370,56.84003110217217,cash,refund,2022-07-02
payment_371,order_371,customer_371,640.2788010601968,credit_card,failed,2022-11-15
payment_372,order_372,customer_372,93.0080976976951,paypal,success,2022-02-03
payment_373,order_373,customer_373,510.5673721869843,credit_card,success,2022-11-27
payment_374,order_374,customer_374,452.4343998939137,bank_transfer,success,2022-10-09
payment_375,order_375,customer_375,660.1797073232576,bank_transfer,success,2022-05-14
payment_376,order_376,customer_376,907.9610472671377,credit_card,success,2022-06-21
payment_377,order_377,customer_377,136.7089216197756,cash,success,2022-10-07
payment_378,order_378,customer_378,878.1208271914013,credit_card,success,2022-03-20
payment_379,order_379,customer_379,908.7331148583747,bank_transfer,success,2022-03-07
payment_380,order_380,customer_380,210.5176625032494,credit_card,success,2022-03-17
payment_381,order_381,customer_381,622.4925647650444,credit_card,success,2022-03-30
payment_382,order_382,customer_382,110.18979314215471,credit_card,success,2022-01-03
payment_383,order_383,customer_383,63.065269107028406,cash,success,2022-09-26
payment_384,order_384,customer_384,921.0820017961504,paypal,success,2022-04-02
payment_385,order_385,customer_385,290.76866155804726,paypal,success,2022-02-18
payment_386,order_386,customer_386,837.9687039042645,bank_transfer,success,2022-04-24
payment_387,order_387,customer_387,490.8638196855362,paypal,success,2022-02-04
payment_388,order_388,customer_388,351.81583341842446,credit_card,refund,2022-01-06
